,Repo,Contributor,Contributions
1861,5770334,soulwire,5
3193,5801590,sjkelly,2
2532,5801590,johnnyr,129
2121,5801590,kakaroto,2
1578,5862152,kovacsv,67
4300,5862152,shiruken1,1
904,5881463,bbejeck,25
1636,5947475,bitdeli-chef,1
212,5947475,Trinea,116
3022,6445811,sgolivernet,36
41,6751113,gjasny,1
1536,6751113,ethanrublee,35
3402,6751113,rpavlik,2
1012,6751113,paroj,5
3477,6751113,abergmeier,1
1671,6751113,aichim,1
3086,6754846,dskyu,12
3978,6798814,geovie,1
1073,6798814,alexbeville,7
4421,6798814,matteinn,1
2252,6798814,uscheller,2
2463,6798814,JoanZapata,63
4255,6798814,johan12345,1
3859,6798814,stefaneng,1
2043,6798814,Kisty,1
2939,6798814,PaulKlauser,1
485,6905493,lucasddaniel,2
104,6905493,hannesa2,4
119,6905493,MichaelLeightonAFL,2
1756,6905493,BugMaker,2
3244,6905493,PaulWoitaschek,3
4239,6905493,rehan-vanzyl,4
74,6905493,ANewGalaxy,3
410,6905493,alpbak,4
2947,6905493,rkistner,407
2170,6905493,Servus7,11
4055,6926049,mrmcduff-stripe,635
2304,6926049,smaskell-stripe,121
4455,6926049,michelleb-stripe,210
2123,6926049,mshafrir-stripe,2381
882,6926049,skyler-stripe,86
1922,6926049,ccen-stripe,247
2575,6926049,dependabot[bot],158
1108,6926049,awush-stripe,39
3656,6926049,brnunes-stripe,179
2788,6926049,ksun2-stripe,91
1032,6970537,dnouri,1
929,6970537,yanshanjing,1
4316,6970537,nitishsrivastava,55
401,7056927,dmitry-zaitsev,36
1785,7056927,raywill,2
1238,7056927,evandrowcg,2
2173,7169558,kekstee,3
3082,7232268,NikitaCartes,3
697,7232268,dhuertas,9
4423,7250680,ghostrong,1
4193,7326767,ioreskovic,1
3776,7326767,lrodero,3
1943,7326767,abbi-gaurav,1
1955,7326767,kanterov,1
633,7326767,vkostyukov,211
4324,7326767,bitdeli-chef,1
4211,7326767,bradcater,1
2952,7326767,archie,1
1300,7326767,BenFradet,1
568,7326767,kachayev,3
1480,7832859,krislq,3
70,7832859,com360,54
2860,7832859,eoeMingxv,4
2897,7832859,IceskYsl,21
1099,7832859,zmywly8866,4
2938,7832859,beifengdelei,4
3021,7832859,feicien,12
3487,7832859,vincent4j,1
1607,7832859,binaryxiaobao,1
909,7832859,yeungeek,5
2138,7848640,ScaryG,3
4374,7848640,sergiosota,1
2496,7848640,hoshi10,4
4631,7848640,justinhj,35
3681,7848640,gitter-badger,1
1453,7870019,gabrielemariotti,103
2004,7891564,alexte,2
2809,7891564,bostrt,4
469,7891564,popovvitaly,3
1157,7891564,Str4tocaster,2206
468,7891564,a-iv,80
268,7891564,liotier,7
746,7891564,vkotovv,3
2994,7891564,aelmahmoudy,16
3707,7891564,lizardlab,4
1763,7891564,equescalculi,3
2007,7923123,wching,3
2655,7923123,mattprecious,3
3723,7923123,tobiasschuerg,9
181,7923123,dlubarov,5
1390,7923123,kakone,7
2322,7923123,JakeWharton,84
2240,7923123,aahlenst,7
499,7923123,edenman,80
3587,7923123,skywave,3
2531,7923123,ligi,4
2945,8096326,rperrot,47
1844,8096326,mitjap,15
4158,8096326,simogasp,17
2447,8096326,cbalint13,20
2874,8096326,rjanvier,91
1629,8096326,bjornpiltz,7
2107,8096326,hcjghr,22
2010,8096326,pmoulon,1785
486,8096326,bchretien,6
1362,8096326,orva,6
2359,8372403,JDemler,73
2760,8372403,jdufresne,4
3940,8372403,mitya57,24
938,8372403,rdamodharan,4
2782,8372403,rboulton,135
2570,8372403,ojwb,600
567,8372403,vstakhov,5
4372,8372403,stcarrez,12
2433,8372403,dscorbett,7
26,8372403,Martin-Porter,23
2340,8593535,sgraber,96
4629,8788891,DLu,34
2158,8788891,mvollrath,12
4602,8788891,T045T,30
2153,8788891,dependabot[bot],97
2524,8788891,jihoonl,16
2666,8788891,MatthijsBurgh,27
858,8788891,J-Rojas,11
2988,8788891,baalexander,13
785,8788891,faizanv,5
380,8788891,rctoris,279
2410,8918733,fchauveau,275
1854,8918733,derekbrameyer,147
1044,8918733,mtrakal,8
775,8918733,rlucas1,7
3617,8918733,JozefCeluch,4
1709,8918733,bbbenja,15
760,8918733,CedricGatay,53
3885,8918733,nkarasch,5
1825,8918733,TylerMcCraw,6
1280,8918733,devnied,7
1347,9016206,pathikrit,317
3214,9016206,stevepeak,2
4018,9054533,quiqua,2
3543,9054533,oblonski,2030
1265,9054533,pierredavidbelanger,5
2799,9054533,huangheNV,4
527,9054533,braktar,14
2982,9054533,michalmac,36
35,9054533,HeinrichFilter,12
3633,9054533,karussell,2
2090,9054533,dependabot[bot],4
3106,9054533,muzuro,5
4144,9234481,mopsalarm,1
4109,9234481,msaulohenrique,2
2364,9234481,cbess,2
700,9234481,fncapps,1
3918,9234481,andrewjlow,2
1465,9234481,TheFinestArtist,221
2151,9234481,SilenceDut,2
1903,9234481,treasure3210,11
584,9234481,michalciolek,2
24,9234481,makiftutuncu,2
762,9306568,theck13,2670
2291,9306568,planarvoid,3314
3122,9306568,mzorz,3015
1847,9306568,oguzkocer,3302
4082,9306568,malinajirka,3541
1425,9306568,khaykov,3561
3786,9306568,maxme,5692
2553,9306568,ashiagr,2741
2900,9306568,nbradbury,7431
1342,9306568,daniloercoli,2730
4467,9439261,vcavallo,1
112,9439261,brianstorti,44
2619,9439261,bitdeli-chef,1
3925,9439261,yazinsai,1
4451,9767547,Afuallapis,2
3287,9767547,Obijuan,336
829,9767547,JavierIH,1
3182,9938102,ChALkeR,2
4413,9938102,jhermsmeier,3
1272,9938102,oculus42,2
3445,9938102,carlansley,2
1374,9938102,JobLeonard,3
2811,9938102,zenyr,3
881,9938102,arahansen,1
2415,9938102,pieroxy,108
664,9938102,Oletus,4
3653,9938102,axw-pub,2
892,10038467,ddougherty,2889
3232,10038467,dsandler,3449
2929,10038467,scottamain,6742
361,10038467,sganov,5409
3233,10038467,pixelflinger,2636
3316,10038467,alanv,5021
832,10038467,romainguy,3207
714,10038467,deepanshu-,4231
2770,10038467,XSJoJo,2990
3800,10038467,jsharkey,3911
2355,10084023,hak,17
2768,10084023,samtstern,38
1965,10084023,btco,17
451,10084023,gguuss,30
4504,10084023,wolffg,7
2631,10084023,mwgray,30
1487,10084023,thedmail,10
3189,10084023,claywilkinson,63
318,10084023,redls,6
2840,10084023,tjohns,12
183,10272113,HugoPeters1024,1
4594,10272113,CentuCore,1
471,10272113,jingqi,7
3678,10272113,SlavicPotato,2
4445,10272113,manuel5975p,1
3245,10272113,jrouwe,1
812,10272113,EmmeKappaErre,5
1321,10272113,costashatz,1
2202,10272113,DanielChappuis,1120
2956,10272113,ColinGilbert,6
2684,10330230,specious,80
3158,10330230,ericjohney,1
4400,10330230,jadaradix,1
1686,10333358,rwst,57
817,10333358,hav3n,317
3497,10333358,ming13,1
1927,10333358,afmachado,1
830,10333358,rasmi,30
3562,10333358,arturdryomov,1
2483,10333358,vbraun,3
2294,10333358,fchapoton,1
3960,10641697,synapticvoid,1
1102,10641697,1zaman,2
4539,10641697,msneujink,1
1704,10641697,devnied,1
1525,10641697,mikepenz,2
2148,10641697,makubi,1
1993,10641697,lccxx,2
1227,10641697,DayS,9
1000,10641697,JoanZapata,274
2423,10641697,john990,2
3718,10703518,nicozet,8
3209,10703518,rparrett,5
2704,10703518,wackywendell,6
3572,10703518,alon,4
3736,10703518,alvinhochun,18
2169,10703518,sebcrozet,604
3731,10703518,JoshLambda,8
2970,10703518,donkeyteethUX,22
842,10703518,natal,11
1749,10703518,dns2utf8,13
3320,10821538,jo32,1
617,10821538,shahrishabhptechnical,1
240,10821538,vellow,1
2458,10821538,qbaty,35
3864,10821538,saulzhong,1
2290,11004270,DionysiosB,3322
794,11079679,arthurbenemann,1
2317,11079679,tva-TIS,4
4155,11079679,dmacewen,2
4613,11079679,felixhaedicke,4
169,11079679,uholeschak,2
3251,11079679,shanet,2
3848,11079679,kai-morich,125
1486,11079679,mik3y,64
4359,11079679,bensadiku,1
983,11079679,treymarc,3
2630,11153124,tyrasd,1
1418,11153124,tschaub,3
3396,11153124,DenisCarriere,2
1895,11153124,dependabot[bot],10
3335,11153124,mourner,245
3165,11153124,twpayne,11
856,11153124,danvk,1
4461,11153124,IvanSanchez,3
437,11153124,DiogoDoreto,1
3635,11153124,mathieudutour,1
3514,11249268,RichRap,11
3852,11306586,randvoorhies,109
466,11306586,nilsbore,523
3284,11306586,marc-hanheide,28
1078,11306586,ekekrantz,56
1389,11306586,strands-jenkins,20
4525,11306586,cburbridge,45
960,11306586,AzothAmmo,479
3615,11306586,hawesie,6
3361,11306586,Jailander,6
3105,11306586,RaresAmbrus,594
1599,11465094,JustinTulloss,61
1750,11465094,nhall,1
3696,11465094,nebrius,5
3703,11465094,dasevilla,1
3113,11465094,jimfleming,4
1420,11465094,longsview,5
4107,11465094,seans23,1
3912,11465094,allisondeal,4
413,11968216,brandonrobertz,13
4268,12136636,elye,1
3561,12136636,libtastic,1
3270,12136636,kikoso,55
500,12136636,ravidsrk,1
2264,12136636,johnjohndoe,1
2773,12136636,Dr-Emann,16
3286,12136636,illarionov,1
184,12188254,drguildo,1
2859,12591257,anonymous2ch,6
2245,12591257,gazed,33
3513,12833146,dluciv,2
1237,12833146,andriyor,2
1367,12833146,bebound,2
1950,12833146,akellne,1
2037,12833146,arryon,1
2913,12833146,jcushman,2
1247,12833146,extant-q,3
200,12833146,wuan,3
3790,12833146,cjauvin,7
2130,12833146,1e0ng,110
366,12989790,cgutman,2406
440,12989790,dwaxemberg,15
4139,12989790,bubuleur,12
3542,12989790,comradekingu,5
2930,12989790,mrb113,5
1086,12989790,Kaitul,8
3405,12989790,ZerOri,15
2993,12989790,Ansa89,13
4089,12989790,Breathtender,10
2594,12989790,yetanothername,12
3822,13269483,bo-peng,1
4564,13269483,DrDub,2
2746,13269483,psanchezdl,1
4471,13269483,adambutler,1
2813,13269483,tkroman,7
2070,13269483,felipehummel,6
770,13269483,qerub,2
4420,13269483,techaddict,1
4184,13301038,morganherlocker,678
522,13301038,dependabot[bot],15
3506,13301038,zhuang-hao-ming,38
4416,13301038,stevage,20
4519,13301038,tmcw,215
1747,13301038,mfedderly,72
2595,13301038,DenisCarriere,1763
293,13301038,stebogit,154
257,13301038,muziejus,97
831,13301038,rowanwins,134
2639,13535801,Tasssadar,57
309,13535801,yabinc,109
4167,13535801,DanAlbert,116
166,13535801,nickkral,58
1058,13535801,mdmower,112
213,13535801,enh-google,428
2641,13535801,deymo,62
1537,13535801,bigbiff,161
2723,13535801,that1,101
393,13535801,Dees-Troy,763
372,13775183,iostiny,3
3208,13775183,caisah,2
2167,13779494,michaelcarrano,9
3713,13779494,robbypond,3
3213,13779494,GregSaintJean,2
4078,13779494,ruijun,6
4257,13779494,alexantaniuk,2
4501,13779494,krschultz,119
545,13779494,SandroMachado,5
931,13779494,Gregliest,2
3553,13779494,groupsky,4
1278,13779494,creativepsyco,4
2124,14063354,RobinVogel,7
2566,14063354,terrytangyuan,28
4505,14063354,grudloff,4
4177,14063354,mvargas33,13
3234,14063354,bellet,18
1455,14063354,bhargavvader,5
3381,14063354,Callidior,6
3874,14063354,svecon,13
1728,14063354,perimosocordiae,94
1077,14063354,wdevazelhes,67
4600,14189078,N8n5h,16
225,14189078,t3du,4
494,14189078,niacdoial,4
4170,14189078,anadin,18
4358,14189078,luboslenco,1024
1208,14189078,MoritzBrueckner,59
4310,14189078,kenthinson,24
622,14189078,guzzard,15
4306,14189078,tong,12
959,14189078,QuantumCoderQC,30
439,14291332,GeekZooStudio,18
3994,14291332,howiezhang,7
850,14473905,lpigou,2
2145,14473905,pwohlhart,1
4443,14637385,amaxwellblair,9
1156,14637385,allisonlarson,1
4058,14637385,dalexj,1
2152,14637385,rrgayhart,24
331,14637385,worace,50
2067,14637385,ckaminer,1
2663,14637385,mikedao,1
2047,14637385,saylerb,1
2186,14637385,jcasimir,14
4235,14637385,neight-allen,10
665,14933726,rampara,6
2250,14933726,ericleich,31
1394,14933726,vjyanand,2
2114,14933726,GKFX,2
4232,14933726,RedBrogdon,30
4553,14933726,joshh-devrel,4
2005,14933726,pineoc,1
1758,14933726,molp,1
641,14933726,amyquispe,4
3559,14933726,stowy,7
62,15188780,code-disaster,1
2486,15188780,fungos,1
3858,15188780,thejinchao,1
1892,15188780,floooh,2715
1437,15188780,kkimdev,1
1527,15188780,joeld42,1
620,15188780,mgerhardy,14
4593,15188780,hb3p8,2
3658,15188780,pixelpicosean,2
4074,15188780,waywardmonkeys,14
2999,15365897,BFergerson,2
2946,15365897,carldea,1
1252,15365897,travisfw,1
2128,15365897,xavier-fernandez,1
3322,15365897,bcomisky,1
3222,15365897,ivan-osipov,2
1551,15365897,minor-change,2
2494,15365897,jenetics,11589
841,15365897,beatngu13,2
688,15365897,alex-cornejo,9
872,15491752,playemgames,116
4136,15491752,mohrefaat,1
4042,15491752,denvil,6
597,15491752,mjholtzem,5
2032,15491752,Banbury,67
1680,15491752,ketura,2
1356,15545936,lexjacobs,1
304,15545936,mLuby,18
1564,15545936,EpiphanyMachine,11
925,15545936,MrNice,21
3907,15545936,Syeoryn,2
2649,15545936,monthypython,2
4533,15545936,rook2pawn,1
2289,15545936,peterkhayes,87
4273,15545936,NickStefan,1
2422,15559571,bxiaopeng,7
2177,15827539,ScrappyOrc,13
757,15827539,patrickjm,2
4157,15827539,tmr9209,90
3662,15827539,Berulacks,18
4409,15827539,aqnouch,1
1233,15827539,rcorre,3
4369,15827539,liam-middlebrook,3
4566,15827539,ColdenCullen,888
4037,15827539,PxlBuzzard,11
3575,15827539,ericchristenson,102
798,16005410,hdodenhof,140
2991,16005410,DonLiangGit,1
1781,16005410,JobGetabu,1
2709,16005410,candalo,1
3772,16005410,caleb-allen,1
1593,16005410,myanimal,1
3607,16005410,mouse256,1
409,16005410,CarlLee,1
1555,16005410,mutahirqureshi,2
2679,16005410,Alexander-Prime,4
993,16162789,johnlewin,1747
2178,16162789,gregory-diaz,573
1056,16162789,jlewin,5446
3378,16162789,larsbrubaker,8287
839,16162789,rytz,29
2236,16162789,unlimitedbacon,64
4069,16162789,mmoening,93
4638,16162789,Nutz95,4
4512,16162789,Brictone,3
748,16162789,kevinepope,454
2905,16250223,nolimits4web,10
2040,16250223,stephanebachelier,17
2513,16368712,bklimt,8
2207,16368712,erikandre,1
1204,16368712,bradley-curran,3
2509,16368712,belemaire,1
1553,16368712,lambdapioneer,4
1983,16368712,grantland,133
3724,16368712,gfx,1
540,16368712,stefanrusek,2
4326,16368712,ersin-ertan,1
3665,16368712,moflo,1
1166,16426072,mjrice,132
4227,16446666,sfaci,27
192,16663002,wuchong,3
2125,16860039,daimajia,104
173,16860039,aksnzhy,14
592,16860039,tzngit,19
2518,16860039,arrow123,22
3823,16860039,defp,13
377,16860039,kehr,26
4563,16860039,eddyli1989,18
292,16860039,zentorwie,10
3860,16860039,icylogic,11
4417,16860039,Ming-Zhe,8
1974,16921611,gitter-badger,1
950,16921611,AnimeshShaw,27
4202,16921611,HowlingGoat,1
2338,16921611,shebang-sl,1
2012,16949068,simplydesigner,1
364,16949068,nnattawat,66
4355,16949068,VholtWCP,2
3491,16949068,fagianijunior,3
4005,16949068,stephenhmarsh,1
719,16949068,nathanborgo,1
452,16949068,Download,44
1511,16949068,seeden,1
3611,16949068,JemarJones,35
2791,16965598,markushi,3
1617,16990539,dimovich,3
1435,16990539,jgmize,1
1898,16990539,dgtized,5
630,16990539,postspectacular,1236
3308,16990539,Rovanion,1
2776,16990539,benalbrecht,1
1889,16990539,reitzensteinm,1
547,16990539,fdb,1
1468,16990539,zackteo,2
1860,16990539,cassiel,1
2917,17150993,albinpoignot,7
1025,17150993,divankov,1
399,17150993,cujo,1
1819,17150993,xolan,2
1976,17150993,dm77,152
2974,17150993,furedal,2
1097,17150993,mbergou,2
4439,17150993,marchelo,3
2065,17150993,manijshrestha,4
1649,17150993,rking788,2
1770,17161364,NEWPLAN,33
3124,17192780,fatih,2
3508,17192780,oryband,2
2204,17192780,vincentbernat,2
36,17192780,ptrus,3
2558,17192780,arnaud-lb,3
2689,17192780,cenkalti,97
3288,17192780,bobg,1
324,17192780,dvrkps,1
1697,17192780,gwatts,1
4252,17192780,justin-mp,2
2397,17217912,carlosmccosta,364
2824,17485132,romainpiel,33
3466,17485132,eveliotc,1
3387,17485132,KeanuPang,2
3075,17485132,MichaelEvans,2
2686,17488986,kurtzmarc,93
299,17488986,MKergall,79
4304,17488986,monsieurtanuki,375
2263,17488986,ZKjellberg,24
2936,17488986,k3b,17
287,17488986,Maradox,18
604,17488986,matthiasdittmer,46
2580,17488986,neilboyd,100
434,17488986,spyhunter99,956
261,17488986,cbalster,49
3906,17603489,fbesse,3
3462,17603489,timscully1983,14
3737,17603489,carmenfan,462
2858,17603489,jozefdobos,407
1524,17603489,3drepoPerson,1
4053,17636645,purlin,16
859,17747462,paulvi,5
4188,17747462,scompo,2
964,17747462,eighthave,2
3027,17747462,TacoTheDank,4
2937,17747462,meskobalazs,1
22,17747462,Mongata,1
3067,17747462,RobinvanderVliet,2
1429,17747462,a4vi2r,2
4444,17747462,uberspot,42
1135,17747462,BValeo,2
58,17911652,wayou,17
172,17917146,Gericom,9
2093,17917146,Normmatt,215
1752,17917146,lioncash,35
1923,17917146,WinterMute,42
992,17917146,plutooo,45
4429,17917146,mtheall,18
1877,17917146,purpasmart96,2
848,17917146,ichfly,332
4047,17917146,fincs,6
1195,17917146,xerpi,2
3441,17942449,inktomi,5
4503,17942449,friederbluemle,3
965,17942449,sinergy,2
3188,17942449,jitpack-io,2
114,17942449,dandar3,2
2434,17942449,thomasleveil,14
4135,17942449,robinbuerkli,2
2199,17942449,bradmartin,1
702,17942449,gcacace,56
1384,17942449,xiaoyaolml,3
3602,18082582,gwagroves,1
3967,18082582,themadcreator,107
1658,18129965,wangjiegulu,137
940,18129965,zoeice525,4
3429,18129965,timatoe,1
2281,18129965,HubertHe,86
2647,18227466,gabrielemariotti,14
2200,18227466,rciovati,2
3654,18231847,garyaiki,122
3499,18347476,jdkoren,453
1874,18347476,nickbutcher,260
2577,18347476,kroikie,136
339,18347476,yaraki,119
3946,18347476,JoseAlcerreca,108
3962,18347476,PaulRashidi,145
1382,18347476,freewheelnat,129
48,18347476,thagikura,310
3099,18347476,shailen,492
2882,18347476,tiembo,121
4215,18516055,Shervanator,433
3899,18516055,kyfohatl,2
771,18563085,karent,1
1257,18563085,aseronick,4
4040,18829306,cesards,110
